DISTRICT,YEAR,MONTH,SEASON,RAINFALL(in mm),TEMPERATURE(in Celsius),CROPS,SUCCESSFUL CROPS,MARKET RATE(per kg)(in Rupees)
Tiruvallur,2022,October,Kharif,133.5,32.1,Sugarcane,Groundnut,
Tiruvallur,2022,November,Rabi,353.7,29.7,Cotton,Cotton,
Tiruvallur,2022,December,Rabi,229.1,27.3,Turmeric,Cotton,
Tiruvallur,2023,January,Rabi,9.5,27.3,Paddy,Turmeric,
Tiruvallur,2023,February,Rabi,1.2,28.1,Beans,Cumbu,
Tiruvallur,2023,March,Rabi,1.7,26.3,Cumbu,Maize,
Tiruvallur,2023,April,Kharif,0.5,36.4,Ragi,Sugarcane,
Tiruvallur,2023,May,Kharif,0,39.4,Maize,Sugarcane,
Tiruvallur,2023,June,Kharif,5.7,36.4,Red gram,Maize,
Tiruvallur,2023,July,Kharif,11.2,35.8,Green gram,Black gram,
Tiruvallur,2023,August,Kharif,10,34.2,Black gram,Green gram,
Tiruvallur,2023,September,Kharif,22,33.1,Groundnut,Groundnut,
Tiruvallur,2023,October,Kharif,2.4,32.5,Sugarcane,Groundnut,
Tiruvallur,2023,November,Rabi,7.8,30.2,Cotton,Paddy,
Tiruvallur,2023,December,Rabi,2.6,28.7,Turmeric,Paddy,
Tiruvannamalai,2007,January,Rabi,2.3,29.64,Paddy,Turmeric,90
Tiruvannamalai,2007,February,Rabi,2.06,32.17,Banana,Turmeric,120
Tiruvannamalai,2007,March,Rabi,4.5,35.74,Groundnut,Banana,50
Tiruvannamalai,2007,April,Kharif,3.4,38.42,Tomato,Mango,80
Tiruvannamalai,2007,May,Kharif,0,39.33,Jowar,Watermelon,200
Tiruvannamalai,2007,June,Kharif,34.5,36.48,Mango,Groundnut,120
Tiruvannamalai,2007,July,Kharif,14.44,35.1,Bajra,Groundnut,130
Tiruvannamalai,2007,August,Kharif,34.4,34.45,Watermelon,Ragi,70
Tiruvannamalai,2007,September,Kharif,44.4,33.62,Muskmelon,Ragi,75
Tiruvannamalai,2007,October,Kharif,57.8,31.99,Ragi,Tamarind,80
Tiruvannamalai,2007,November,Rabi,88.9,29.72,Turmeric,Bajra,65
Tiruvannamalai,2007,December,Rabi,87.9,28.64,Tamarind,Paddy,65
Tiruvannamalai,2008,January,Rabi,3.2,28.76,Paddy,Paddy,70
Tiruvannamalai,2008,February,Rabi,3.5,31.98,Banana,Turmeric,130
Tiruvannamalai,2008,March,Rabi,3.1,34.27,Groundnut,Mango,80
Tiruvannamalai,2008,April,Kharif,0,37.47,Tomato,Mango,100
Tiruvannamalai,2008,May,Kharif,0.67,38.98,Jowar,Watermelon,200
Tiruvannamalai,2008,June,Kharif,56.7,37.65,Mango,Groundnut,120
Tiruvannamalai,2008,July,Kharif,78.9,34.17,Bajra,Groundnut,135
Tiruvannamalai,2008,August,Kharif,123.9,33.47,Watermelon,Ragi,75
Tiruvannamalai,2008,September,Kharif,213.1,32.37,Muskmelon,Bajra,70
Tiruvannamalai,2008,October,Kharif,67.8,29.38,Ragi,Turmeric,140
Tiruvannamalai,2008,November,Rabi,98.7,28.38,Turmeric,Tamarind,100
Tiruvannamalai,2008,December,Rabi,67.8,27.68,Tamarind,Muskmelon,60
Tiruvannamalai,2009,January,Rabi,3.5,28.38,Paddy,Turmeric,120
Tiruvannamalai,2009,February,Rabi,4.6,33.35,Banana,Turmeric,150
Tiruvannamalai,2009,March,Rabi,3.4,34.75,Groundnut,Banana,50
Tiruvannamalai,2009,April,Kharif,2.2,39.48,Tomato,Mango,100
Tiruvannamalai,2009,May,Kharif,1.2,38.37,Jowar,Watermelon,200
Tiruvannamalai,2009,June,Kharif,56.7,35.48,Mango,Mango,100
Tiruvannamalai,2009,July,Kharif,67.8,34.57,Bajra,Bajra,65
Tiruvannamalai,2009,August,Kharif,98.9,33.47,Watermelon,Tomato,65
Tiruvannamalai,2009,September,Kharif,112.1,32.38,Muskmelon,Tomato,70
Tiruvannamalai,2009,October,Kharif,120.6,33.47,Ragi,Muskmelon,60
Tiruvannamalai,2009,November,Rabi,130.5,28.37,Turmeric,Paddy,75
Tiruvannamalai,2009,December,Rabi,78.8,27.68,Tamarind,Paddy,80
Tiruvannamalai,2010,January,Rabi,13.4,28.76,Paddy,Turmeric,120
Tiruvannamalai,2010,February,Rabi,5.5,33.67,Banana,Turmeric,140
Tiruvannamalai,2010,March,Rabi,1.4,34.56,Groundnut,Banana,55
Tiruvannamalai,2010,April,Kharif,3.2,37.67,Tomato,Mango,120
Tiruvannamalai,2010,May,Kharif,1.1,38.49,Jowar,Watermelon,200
Tiruvannamalai,2010,June,Kharif,55.6,35.48,Mango,Muskmelon,65
Tiruvannamalai,2010,July,Kharif,67.7,34.67,Bajra,Ragi,75
Tiruvannamalai,2010,August,Kharif,78.8,33.48,Watermelon,Ragi,80
Tiruvannamalai,2010,September,Kharif,128.9,32.87,Muskmelon,Tamarind,100
Tiruvannamalai,2010,October,Kharif,140,28.39,Ragi,Groundnut,120
Tiruvannamalai,2010,November,Rabi,56.8,28.37,Turmeric,Groundnut,125
Tiruvannamalai,2010,December,Rabi,98.9,27.45,Tamarind,Bajra,70
Tiruvannamalai,2011,January,Rabi,22.2,28.38,Paddy,Paddy,75
Tiruvannamalai,2011,February,Rabi,2.5,29.98,Banana,Banana,80
Tiruvannamalai,2011,March,Rabi,4.5,34.67,Groundnut,Mango,130
Tiruvannamalai,2011,April,Kharif,2.1,37.68,Tomato,Watermelon,200
Tiruvannamalai,2011,May,Kharif,0.67,38.47,Jowar,Watermelon,200
Tiruvannamalai,2011,June,Kharif,45.8,37.98,Mango,Turmeric,150
Tiruvannamalai,2011,July,Kharif,66.9,32.54,Bajra,Groundnut,120
Tiruvannamalai,2011,August,Kharif,154.9,33.67,Watermelon,Groundnut,145
Tiruvannamalai,2011,September,Kharif,231.6,32.18,Muskmelon,Paddy,80
Tiruvannamalai,2011,October,Kharif,67.8,34.17,Ragi,Muskmelon,65
Tiruvannamalai,2011,November,Rabi,87.5,28.27,Turmeric,Jowar,65
Tiruvannamalai,2011,December,Rabi,66.9,28.39,Tamarind,Groundnut,120
Tiruvannamalai,2012,January,Rabi,10.12,28.29,Paddy,Banana,55
Tiruvannamalai,2012,February,Rabi,4.5,38.56,Banana,Banana,60
Tiruvannamalai,2012,March,Rabi,5.7,34.28,Groundnut,Mango,130
Tiruvannamalai,2012,April,Kharif,2.7,38.49,Tomato,Watermelon,200
Tiruvannamalai,2012,May,Kharif,2.1,39.28,Jowar,Watermelon,200
Tiruvannamalai,2012,June,Kharif,66.7,37.58,Mango,Turmeric,150
Tiruvannamalai,2012,July,Kharif,77.8,34.28,Bajra,Bajra,70
Tiruvannamalai,2012,August,Kharif,98.76,33.47,Watermelon,Tomato,70
Tiruvannamalai,2012,September,Kharif,225.6,32.87,Muskmelon,Tomato,75
Tiruvannamalai,2012,October,Kharif,34.9,30.29,Ragi,Muskmelon,70
Tiruvannamalai,2012,November,Rabi,66.9,30.9,Turmeric,Tamarind,100
Tiruvannamalai,2012,December,Rabi,89.9,28.37,Tamarind,Jowar,70
Tiruvannamalai,2013,January,Rabi,11.3,28.37,Paddy,Ragi,80
Tiruvannamalai,2013,February,Rabi,4.67,33.37,Banana,Ragi,85
Tiruvannamalai,2013,March,Rabi,6.78,34.48,Groundnut,Groundnut,140
Tiruvannamalai,2013,April,Kharif,3.1,39.82,Tomato,Mango,120
Tiruvannamalai,2013,May,Kharif,1.3,30.28,Jowar,Watermelon,200
Tiruvannamalai,2013,June,Kharif,56.6,35.48,Mango,Mango,120
Tiruvannamalai,2013,July,Kharif,76.9,34.28,Bajra,Turmeric,150
Tiruvannamalai,2013,August,Kharif,100.7,33.47,Watermelon,Turmeric,160
Tiruvannamalai,2013,September,Kharif,229.1,32.56,Muskmelon,Tamarind,105
Tiruvannamalai,2013,October,Kharif,148.7,30.28,Ragi,Banana,55
Tiruvannamalai,2013,November,Rabi,56.7,28.39,Turmeric,Paddy,75
Tiruvannamalai,2013,December,Rabi,78.6,27.68,Tamarind,Paddy,80
Tiruvannamalai,2014,January,Rabi,13.3,28.81,Paddy,Banana,50
Tiruvannamalai,2014,February,Rabi,5.1,30.19,Banana,Banana,55
Tiruvannamalai,2014,March,Rabi,6.1,34.56,Groundnut,Mango,100
Tiruvannamalai,2014,April,Kharif,3.1,37.65,Tomato,Mango,120
Tiruvannamalai,2014,May,Kharif,0.34,38.38,Jowar,Watermelon,200
Tiruvannamalai,2014,June,Kharif,77.1,35.48,Mango,Ragi,75
Tiruvannamalai,2014,July,Kharif,89.5,34.65,Bajra,Ragi,80
Tiruvannamalai,2014,August,Kharif,99.9,33.67,Watermelon,Jowar,70
Tiruvannamalai,2014,September,Kharif,114.5,32.39,Muskmelon,Groundnut,135
Tiruvannamalai,2014,October,Kharif,322,30.28,Ragi,Groundnut,145
Tiruvannamalai,2014,November,Rabi,88.8,28.37,Turmeric,Turmeric,155
Tiruvannamalai,2014,December,Rabi,87.8,27.65,Tamarind,Turmeric,165
Tiruvannamalai,2015,January,Rabi,9.1,29.38,Paddy,Paddy,75
Tiruvannamalai,2015,February,Rabi,2.2,31.45,Banana,Banana,55
Tiruvannamalai,2015,March,Rabi,3.5,36.27,Groundnut,Mango,110
Tiruvannamalai,2015,April,Kharif,2.3,37.98,Tomato,Mango,130
Tiruvannamalai,2015,May,Kharif,1.34,36.57,Jowar,Watermelon,200
Tiruvannamalai,2015,June,Kharif,56.6,35.45,Mango,Turmeric,150
Tiruvannamalai,2015,July,Kharif,66.7,34.38,Bajra,Muskmelon,65
Tiruvannamalai,2015,August,Kharif,89.8,33.28,Watermelon,Ragi,75
Tiruvannamalai,2015,September,Kharif,121.7,32.56,Muskmelon,Tamarind,105
Tiruvannamalai,2015,October,Kharif,199.8,30.43,Ragi,Paddy,80
Tiruvannamalai,2015,November,Rabi,176.3,28.37,Turmeric,Turmeric,160
Tiruvannamalai,2015,December,Rabi,76.8,27.98,Tamarind,Groundnut,120
Tiruvannamalai,2016,January,Rabi,8.7,28.29,Paddy,Groundnut,125
Tiruvannamalai,2016,February,Rabi,3.3,31.27,Banana,Muskmelon,70
Tiruvannamalai,2016,March,Rabi,5.6,37.47,Groundnut,Mango,100
Tiruvannamalai,2016,April,Kharif,2.2,37.48,Tomato,Mango,120
Tiruvannamalai,2016,May,Kharif,1,38.27,Jowar,Watermelon,200
Tiruvannamalai,2016,June,Kharif,89,35.46,Mango,Watermelon,200
Tiruvannamalai,2016,July,Kharif,87.9,34.13,Bajra,Mango,120
Tiruvannamalai,2016,August,Kharif,56.3,33.24,Watermelon,Turmeric,150
Tiruvannamalai,2016,September,Kharif,77.7,32.45,Muskmelon,Tomato,70
Tiruvannamalai,2016,October,Kharif,132.5,30.28,Ragi,Tomato,75
Tiruvannamalai,2016,November,Rabi,167.9,28.38,Turmeric,Tomato,75
Tiruvannamalai,2016,December,Rabi,99.1,27.36,Tamarind,Tamarind,120
Tiruvannamalai,2017,January,Rabi,14,28.17,Paddy,Turmeric,150
Tiruvannamalai,2017,February,Rabi,6.4,31.24,Banana,Turmeric,165
Tiruvannamalai,2017,March,Rabi,4.5,34.56,Groundnut,Groundnut,130
Tiruvannamalai,2017,April,Kharif,3.3,37.68,Tomato,Mango,120
Tiruvannamalai,2017,May,Kharif,1.2,38.54,Jowar,Watermelon,200
Tiruvannamalai,2017,June,Kharif,77.9,37.54,Mango,Bajra,75
Tiruvannamalai,2017,July,Kharif,121.3,34.21,Bajra,Ragi,80
Tiruvannamalai,2017,August,Kharif,114.5,33.25,Watermelon,Ragi,85
Tiruvannamalai,2017,September,Kharif,98.9,31.23,Muskmelon,Muskmelon,70
Tiruvannamalai,2017,October,Kharif,223,30.12,Ragi,Paddy,75
Tiruvannamalai,2017,November,Rabi,78,28.17,Turmeric,Paddy,80
Tiruvannamalai,2017,December,Rabi,213.7,27.18,Tamarind,Turmeric,155
Tiruvannamalai,2018,January,Rabi,23.1,28.39,Paddy,Turmeric,170
Tiruvannamalai,2018,February,Rabi,34.9,31.25,Banana,Banana,60
Tiruvannamalai,2018,March,Rabi,34.2,34.2,Groundnut,Banana,65
Tiruvannamalai,2018,April,Kharif,3.7,37.65,Tomato,Mango,120
Tiruvannamalai,2018,May,Kharif,14.5,38.39,Jowar,Watermelon,200
Tiruvannamalai,2018,June,Kharif,58.3,35.45,Mango,Mango,150
Tiruvannamalai,2018,July,Kharif,72,34.26,Bajra,Tomato,75
Tiruvannamalai,2018,August,Kharif,42.8,33.25,Watermelon,Tomato,80
Tiruvannamalai,2018,September,Kharif,136.6,32.18,Muskmelon,Ragi,75
Tiruvannamalai,2018,October,Kharif,180.6,28.19,Ragi,Ragi,80
Tiruvannamalai,2018,November,Rabi,187.5,28.17,Turmeric,Paddy,80
Tiruvannamalai,2018,December,Rabi,25,27.56,Tamarind,Groundnut,130
Tiruvannamalai,2019,January,Rabi,0.1,28.18,Paddy,Groundnut,140
Tiruvannamalai,2019,February,Rabi,0.7,31.28,Banana,Muskmelon,70
Tiruvannamalai,2019,March,Rabi,0,34.56,Groundnut,Mango,120
Tiruvannamalai,2019,April,Kharif,15.8,37.45,Tomato,Mango,125
Tiruvannamalai,2019,May,Kharif,28.5,38.45,Jowar,Watermelon,200
Tiruvannamalai,2019,June,Kharif,67.9,35.47,Mango,Turmeric,150
Tiruvannamalai,2019,July,Kharif,193.7,34.13,Bajra,Turmeric,180
Tiruvannamalai,2019,August,Kharif,158.4,33.34,Watermelon,Tamarind,120
Tiruvannamalai,2019,September,Kharif,263.8,32.18,Muskmelon,Banana,60
Tiruvannamalai,2019,October,Kharif,183.3,29.18,Ragi,Banana,65
Tiruvannamalai,2019,November,Rabi,78.7,28.34,Turmeric,Groundnut,135
Tiruvannamalai,2019,December,Rabi,81,27.34,Tamarind,Groundnut,150
Tiruvannamalai,2020,January,Rabi,8.7,28.54,Paddy,Paddy,80
Tiruvannamalai,2020,February,Rabi,0,31.28,Banana,Paddy,85
Tiruvannamalai,2020,March,Rabi,0,34.76,Groundnut,Banana,65
Tiruvannamalai,2020,April,Kharif,4.1,37.92,Tomato,Mango,120
Tiruvannamalai,2020,May,Kharif,0,38.54,Jowar,Watermelon,200
Tiruvannamalai,2020,June,Kharif,73.9,35.67,Mango,Tomato,90
Tiruvannamalai,2020,July,Kharif,121.6,32.15,Bajra,Tomato,105
Tiruvannamalai,2020,August,Kharif,50.6,33.21,Watermelon,Ragi,75
Tiruvannamalai,2020,September,Kharif,156.3,34.54,Muskmelon,Ragi,80
Tiruvannamalai,2020,October,Kharif,134.1,30.26,Ragi,Turmeric,150
Tiruvannamalai,2020,November,Rabi,292.2,28.34,Turmeric,Tamarind,120
Tiruvannamalai,2020,December,Rabi,201.3,27.65,Tamarind,Banana,65
Tiruvannamalai,2021,January,Rabi,52.7,28.18,Paddy,Groundnut,125
Tiruvannamalai,2021,February,Rabi,21.6,31.28,Banana,Turmeric,160
Tiruvannamalai,2021,March,Rabi,0,34.56,Groundnut,Mango,120
Tiruvannamalai,2021,April,Kharif,17.5,37.98,Tomato,Mango,135
Tiruvannamalai,2021,May,Kharif,60.3,38.27,Jowar,Watermelon,200
Tiruvannamalai,2021,June,Kharif,36.4,35.46,Mango,Groundnut,120
Tiruvannamalai,2021,July,Kharif,212.6,34.1,Bajra,Ragi,75
Tiruvannamalai,2021,August,Kharif,136,33.24,Watermelon,Ragi,80
Tiruvannamalai,2021,September,Kharif,217.8,31.29,Muskmelon,Paddy,80
Tiruvannamalai,2021,October,Kharif,225.2,30.21,Ragi,Paddy,85
Tiruvannamalai,2021,November,Rabi,519.5,27.54,Turmeric,Bajra,70
Tiruvannamalai,2021,December,Rabi,92.9,27.56,Tamarind,Muskmelon,70
Tiruvannamalai,2022,January,Rabi,22.9,29.87,Paddy,Turmeric,150
Tiruvannamalai,2022,February,Rabi,0.4,31.28,Banana,Turmeric,180
Tiruvannamalai,2022,March,Rabi,7.3,34.56,Groundnut,Banana,65
Tiruvannamalai,2022,April,Kharif,9.7,37.45,Tomato,Mango,150
Tiruvannamalai,2022,May,Kharif,113,38.54,Jowar,Watermelon,200
Tiruvannamalai,2022,June,Kharif,95.3,38.49,Mango,Tomato,100
Tiruvannamalai,2022,July,Kharif,135.4,31.1,Bajra,Tomato,110
Tiruvannamalai,2022,August,Kharif,224.5,33.12,Watermelon,Ragi,75
Tiruvannamalai,2022,September,Kharif,66.3,31.45,Muskmelon,Ragi,80
Tiruvannamalai,2022,October,Kharif,144.7,29.38,Ragi,Tamarind,120
Tiruvannamalai,2022,November,Rabi,201.7,28.34,Turmeric,Turmeric,160
Tiruvannamalai,2022,December,Rabi,153.2,27.98,Tamarind,Tamarind,120
Tiruvannamalai,2023,January,Rabi,5.8,28.45,Paddy,Groundnut,135
Tiruvannamalai,2023,February,Rabi,0.2,31.23,Banana,Groundnut,150
Tiruvannamalai,2023,March,Rabi,1.5,34.56,Groundnut,Banana,65
Tiruvannamalai,2023,April,Kharif,0.12,37.98,Tomato,Mango,150
Tiruvannamalai,2023,May,Kharif,0.23,38.27,Jowar,Watermelon,200
Tiruvannamalai,2023,June,Kharif,9.7,35.43,Mango,Tomato,110
Tiruvannamalai,2023,July,Kharif,8.9,34.12,Bajra,Muskmelon,75
Tiruvannamalai,2023,August,Kharif,6.7,33.27,Watermelon,Bajra,75
Tiruvannamalai,2023,September,Kharif,11.2,31.28,Muskmelon,Turmeric,150
Tiruvannamalai,2023,October,Kharif,16.7,29.38,Ragi,Turmeric,165
Tiruvannamalai,2023,November,Rabi,26.5,28.34,Turmeric,Tamarind,120
Tiruvannamalai,2023,December,Rabi,34.5,27.87,Tamarind,Ragi,80
Tiruvarur,2007,January,Rabi,3.1,25.5,Coconut ,Banana,45
Tiruvarur,2007,February,Rabi,2.2,26.2,Paddy,Banana,50
Tiruvarur,2007,March,Rabi,0,28,Banana,Coconut,35
Tiruvarur,2007,April,Kharif,0,29.9,Tapioca,Coconut,35
Tiruvarur,2007,May,Kharif,98,30.1,Greens,Sugarcane,35
Tiruvarur,2007,June,Kharif,98.7,30.8,Egg plant,Eggplant,40
Tiruvarur,2007,July,Kharif,67.6,31,Tomato,Tomato,55
Tiruvarur,2007,August,Kharif,34.5,30.5,Green chilli,Tomato,60
Tiruvarur,2007,September,Kharif,55.6,29.7,Sugarcane,Groundnut,110
Tiruvarur,2007,October,Kharif,78.8,28.1,Black gram,Groundnut,120
Tiruvarur,2007,November,Rabi,78.8,27.1,Green gram,Paddy,65
Tiruvarur,2007,December,Rabi,112.2,26.5,Groundnut,Greens,60
Tiruvarur,2008,January,Rabi,4.13,23.4,Coconut ,Paddy,70
Tiruvarur,2008,February,Rabi,5.1,25.8,Paddy,Banana,50
Tiruvarur,2008,March,Rabi,6.6,27.9,Banana,Banana,55
Tiruvarur,2008,April,Kharif,3.1,26.5,Tapioca,Sugarcane,35
Tiruvarur,2008,May,Kharif,2,29.8,Greens,Sugarcane,35
Tiruvarur,2008,June,Kharif,78.8,29.5,Egg plant,Coconut,35
Tiruvarur,2008,July,Kharif,98.8,29.3,Tomato,Blackgram,80
Tiruvarur,2008,August,Kharif,89.8,29.4,Green chilli,Blackgram,85
Tiruvarur,2008,September,Kharif,123.4,28.6,Sugarcane,Groundnut,110
Tiruvarur,2008,October,Kharif,43.9,27.4,Black gram,Groundnut,120
Tiruvarur,2008,November,Rabi,56.6,26.7,Green gram,Green gram,80
Tiruvarur,2008,December,Rabi,78.6,25.4,Groundnut,Green gram,90
Tiruvarur,2009,January,Rabi,7.7,24.3,Coconut ,Banana,50
Tiruvarur,2009,February,Rabi,5.6,25.8,Paddy,Banana,55
Tiruvarur,2009,March,Rabi,4.5,27.9,Banana,Coconut,35
Tiruvarur,2009,April,Kharif,2.2,27.5,Tapioca,Coconut,35
Tiruvarur,2009,May,Kharif,1.56,28.6,Greens,Sugarcane,35
Tiruvarur,2009,June,Kharif,88.8,27.9,Egg plant,Greens,60
Tiruvarur,2009,July,Kharif,121.6,28.1,Tomato,Tomato,55
Tiruvarur,2009,August,Kharif,145.8,28.7,Green chilli,Tomato,60
Tiruvarur,2009,September,Kharif,210.8,26.8,Sugarcane,Blackgram,80
Tiruvarur,2009,October,Kharif,222.2,27.5,Black gram,Groundnut,120
Tiruvarur,2009,November,Rabi,232.4,25.3,Green gram,Groundnut,125
Tiruvarur,2009,December,Rabi,56.7,24,Groundnut,Paddy,70
Tiruvarur,2010,January,Rabi,4.5,25.7,Coconut ,Paddy,75
Tiruvarur,2010,February,Rabi,0,27.8,Paddy,Banana,50
Tiruvarur,2010,March,Rabi,3.4,26.9,Banana,Banana,55
Tiruvarur,2010,April,Kharif,4.4,27.6,Tapioca,Sugarcane,35
Tiruvarur,2010,May,Kharif,2.3,28.5,Greens,Sugarcane,30
Tiruvarur,2010,June,Kharif,78.8,27.9,Egg plant,Blackgram,95
Tiruvarur,2010,July,Kharif,89.9,27.5,Tomato,Coconut,35
Tiruvarur,2010,August,Kharif,221.3,28.6,Green chilli,Groundnut,120
Tiruvarur,2010,September,Kharif,231,20.9,Sugarcane,Groundnut,130
Tiruvarur,2010,October,Kharif,131.2,18.9,Black gram,Green gram,90
Tiruvarur,2010,November,Rabi,134.2,26.5,Green gram,Green gram,100
Tiruvarur,2010,December,Rabi,145.8,25.8,Groundnut,Coconut,35
Tiruvarur,2011,January,Rabi,15.5,25.8,Coconut ,Paddy,70
Tiruvarur,2011,February,Rabi,2,25.9,Paddy,Paddy,75
Tiruvarur,2011,March,Rabi,2.2,27.9,Banana,Coconut,35
Tiruvarur,2011,April,Kharif,3.3,28.6,Tapioca,Coconut,35
Tiruvarur,2011,May,Kharif,4.5,28.5,Greens,Sugarcane,35
Tiruvarur,2011,June,Kharif,65.6,29.8,Egg plant,Banana,55
Tiruvarur,2011,July,Kharif,66.7,29.7,Tomato,Groundnut,135
Tiruvarur,2011,August,Kharif,76.7,29.4,Green chilli,Groundnut,130
Tiruvarur,2011,September,Kharif,67.7,28.6,Sugarcane,Banana,55
Tiruvarur,2011,October,Kharif,121.8,27.4,Black gram,Green gram,80
Tiruvarur,2011,November,Rabi,124.5,26.2,Green gram,Green gram,85
Tiruvarur,2011,December,Rabi,45.5,25.4,Groundnut,Paddy,75
Tiruvarur,2012,January,Rabi,17.1,24.9,Coconut ,Banana,55
Tiruvarur,2012,February,Rabi,3.3,25.5,Paddy,Banana,60
Tiruvarur,2012,March,Rabi,5.6,27.9,Banana,Coconut,35
Tiruvarur,2012,April,Kharif,6.7,28.4,Tapioca,Coconut,35
Tiruvarur,2012,May,Kharif,19.1,29.3,Greens,Sugarcane,35
Tiruvarur,2012,June,Kharif,55.5,29.6,Egg plant,Greens,60
Tiruvarur,2012,July,Kharif,65.7,29.6,Tomato,Groundnut,120
Tiruvarur,2012,August,Kharif,78.8,29.7,Green chilli,Groundnut,125
Tiruvarur,2012,September,Kharif,98.9,28.4,Sugarcane,Blackgram,80
Tiruvarur,2012,October,Kharif,111.2,27.5,Black gram,Paddy,75
Tiruvarur,2012,November,Rabi,124.4,26.9,Green gram,Paddy,80
Tiruvarur,2012,December,Rabi,67.7,25.4,Groundnut,Green gram,85
Tiruvarur,2013,January,Rabi,17.16,24.8,Coconut ,Banana,55
Tiruvarur,2013,February,Rabi,3.1,25.8,Paddy,Coconut,35
Tiruvarur,2013,March,Rabi,5.1,27.6,Banana,Coconut,35
Tiruvarur,2013,April,Kharif,6.6,28.5,Tapioca,Sugarcane,35
Tiruvarur,2013,May,Kharif,11.2,24.6,Greens,Sugarcane,30
Tiruvarur,2013,June,Kharif,43.3,29.3,Egg plant,Tomato,65
Tiruvarur,2013,July,Kharif,45.6,31.2,Tomato,Tomato,65
Tiruvarur,2013,August,Kharif,67.7,31.2,Green chilli,Tomato,70
Tiruvarur,2013,September,Kharif,56.6,28.5,Sugarcane,Green gram,80
Tiruvarur,2013,October,Kharif,123.1,27.5,Black gram,Green gram,85
Tiruvarur,2013,November,Rabi,214,26.4,Green gram,Eggplant,40
Tiruvarur,2013,December,Rabi,45.5,25.9,Groundnut,Paddy,75
Tiruvarur,2014,January,Rabi,17.1,24.6,Coconut ,Paddy,80
Tiruvarur,2014,February,Rabi,3.2,25.8,Paddy,Banana,55
Tiruvarur,2014,March,Rabi,5.5,27.5,Banana,Coconut,35
Tiruvarur,2014,April,Kharif,6.7,28.7,Tapioca,Sugarcane,30
Tiruvarur,2014,May,Kharif,12.2,29.4,Greens,Coconut,35
Tiruvarur,2014,June,Kharif,45.5,29.7,Egg plant,Groundnut,110
Tiruvarur,2014,July,Kharif,76.6,295,Tomato,Groundnut,115
Tiruvarur,2014,August,Kharif,55.5,28.6,Green chilli,Groundnut,120
Tiruvarur,2014,September,Kharif,66.6,28.5,Sugarcane,Blackgram,85
Tiruvarur,2014,October,Kharif,181.8,27.5,Black gram,Blackgram,90
Tiruvarur,2014,November,Rabi,213.3,26.9,Green gram,Banana,55
Tiruvarur,2014,December,Rabi,30.9,25.4,Groundnut,Coconut,35
Tiruvarur,2015,January,Rabi,22,23.5,Coconut ,Banana,55
Tiruvarur,2015,February,Rabi,3.3,25.8,Paddy,Coconut,35
Tiruvarur,2015,March,Rabi,6.7,27.5,Banana,Coconut,35
Tiruvarur,2015,April,Kharif,9.8,28.9,Tapioca,Sugarcane,35
Tiruvarur,2015,May,Kharif,23.2,28.6,Greens,Sugarcane,30
Tiruvarur,2015,June,Kharif,34.3,29.8,Egg plant,Greens,65
Tiruvarur,2015,July,Kharif,56.2,30.8,Tomato,Tomato,70
Tiruvarur,2015,August,Kharif,50.2,29.6,Green chilli,Tomato,70
Tiruvarur,2015,September,Kharif,34.5,28.5,Sugarcane,Blackgram,80
Tiruvarur,2015,October,Kharif,171.6,27.5,Black gram,Groundnut,110
Tiruvarur,2015,November,Rabi,213.3,26.5,Green gram,Groundnut,120
Tiruvarur,2015,December,Rabi,30.9,25.4,Groundnut,Green gram,90
Tiruvarur,2016,January,Rabi,25,24.8,Coconut ,Green gram,95
Tiruvarur,2016,February,Rabi,2.2,25.7,Paddy,Green chilli,60
Tiruvarur,2016,March,Rabi,5.8,2.9,Banana,Eggplant,45
Tiruvarur,2016,April,Kharif,10,28.5,Tapioca,Sugarcane,35
Tiruvarur,2016,May,Kharif,22.8,28.5,Greens,Sugarcane,30
Tiruvarur,2016,June,Kharif,26.4,29.8,Egg plant,Coconut,35
Tiruvarur,2016,July,Kharif,56.2,29.7,Tomato,Coconut,40
Tiruvarur,2016,August,Kharif,50.2,29.5,Green chilli,Groundnut,130
Tiruvarur,2016,September,Kharif,34.5,28.7,Sugarcane,Groundnut,140
Tiruvarur,2016,October,Kharif,171.6,27.6,Black gram,Blackgram,85
Tiruvarur,2016,November,Rabi,213.3,26.5,Green gram,Banana,60
Tiruvarur,2016,December,Rabi,30.9,25.7,Groundnut,Paddy,75
Tiruvarur,2017,January,Rabi,30,27.9,Coconut ,Paddy,80
Tiruvarur,2017,February,Rabi,1.2,27.5,Paddy,Banana,60
Tiruvarur,2017,March,Rabi,5.5,28.6,Banana,Coconut,35
Tiruvarur,2017,April,Kharif,12,28.4,Tapioca,Sugarcane,35
Tiruvarur,2017,May,Kharif,24,29.7,Greens,Sugarcane,30
Tiruvarur,2017,June,Kharif,26.6,29.4,Egg plant,Coconut,35
Tiruvarur,2017,July,Kharif,56.4,29.7,Tomato,Tomato,70
Tiruvarur,2017,August,Kharif,50.1,29.7,Green chilli,Tomato,75
Tiruvarur,2017,September,Kharif,45.5,28.5,Sugarcane,Blackgram,80
Tiruvarur,2017,October,Kharif,186.6,29.8,Black gram,Groundnut,130
Tiruvarur,2017,November,Rabi,213.9,26.5,Green gram,Blackgram,100
Tiruvarur,2017,December,Rabi,33,25.8,Groundnut,Groundnut,135
